,x,y
11661,make your way towards the xerox shop,19
11662,find your way to the xerox shop,19
11663,head directly to the xerox shop,19
11664,take a trip to the xerox shop,19
11665,march to the xerox shop,19
11666,stroll to the xerox shop,19
11667,journey to the xerox shop,19
11668,advance to the xerox shop,19
11669,go in the direction of the xerox shop,19
11670,walk in the direction of the xerox shop,19
11671,move in the direction of the xerox shop,19
11672,head in the direction of the xerox shop,19
11673,proceed in the direction of the xerox shop,19
11674,find the xerox shop,19
11675,locate the xerox shop,19
11676,head over to the xerox shop,19
11677,move over to the xerox shop,19
11678,walk over to the xerox shop,19
11679,make your way over to the xerox shop,19
11680,navigate over to the xerox shop,19
11681,go straight to the xerox shop,19
11682,go directly to the xerox shop,19
11683,go immediately to the xerox shop,19
11684,proceed directly to the xerox shop,19
11685,head straight to the xerox shop,19
11686,go right to the xerox shop,19
11687,walk directly to the xerox shop,19
11688,move directly to the xerox shop,19
11689,head right to the xerox shop,19
11690,head immediately to the xerox shop,19
11691,proceed immediately to the xerox shop,19
11692,walk right to the xerox shop,19
11693,move right to the xerox shop,19
11694,proceed right to the xerox shop,19
11695,make a beeline for the xerox shop,19
11696,take a direct route to the xerox shop,19
11697,find your way to the xerox shop,19
11698,locate your way to the xerox shop,19
11699,reach the xerox shop,19
11700,aim for the xerox shop,19
11701,target the xerox shop,19
11702,get to the xerox shop,19
11703,approach the xerox shop,19
11704,go to the mba block,19
11705,proceed to the mba block,19
11706,move to the mba block,19
11707,head to the mba block,19
11708,walk to the mba block,19
11709,travel to the mba block,19
11710,make your way to the mba block,19
11711,navigate to the mba block,19
11712,go towards the mba block,19
11713,head towards the mba block,19
11714,move towards the mba block,19
11715,walk towards the mba block,19
11716,proceed towards the mba block,19
11717,make your way towards the mba block,19
11718,find your way to the mba block,19
11719,head directly to the mba block,19
11720,take a trip to the mba block,19
11721,march to the mba block,19
11722,stroll to the mba block,19
11723,journey to the mba block,19
11724,advance to the mba block,19
11725,go in the direction of the mba block,19
11726,walk in the direction of the mba block,19
11727,move in the direction of the mba block,19
11728,head in the direction of the mba block,19
11729,proceed in the direction of the mba block,19
11730,find the mba block,19
11731,locate the mba block,19
11732,head over to the mba block,19
11733,move over to the mba block,19
11734,walk over to the mba block,19
11735,make your way over to the mba block,19
11736,navigate over to the mba block,19
11737,go straight to the mba block,19
11738,go directly to the mba block,19
11739,go immediately to the mba block,19
11740,proceed directly to the mba block,19
11741,head straight to the mba block,19
11742,go right to the mba block,19
11743,walk directly to the mba block,19
11744,move directly to the mba block,19
11745,head right to the mba block,19
11746,head immediately to the mba block,19
11747,proceed immediately to the mba block,19
11748,walk right to the mba block,19
11749,move right to the mba block,19
11750,proceed right to the mba block,19
11751,make a beeline for the mba block,19
11752,take a direct route to the mba block,19
11753,find your way to the mba block,19
11754,locate your way to the mba block,19
11755,reach the mba block,19
11756,aim for the mba block,19
11757,target the mba block,19
11758,get to the mba block,19
11759,approach the mba block,19
11760,go to the coe block,19
11761,proceed to the coe block,19
11762,move to the coe block,19
11763,head to the coe block,19
11764,walk to the coe block,19
11765,travel to the coe block,19
11766,make your way to the coe block,19
11767,navigate to the coe block,19
11768,go towards the coe block,19
11769,head towards the coe block,19
11770,move towards the coe block,19
11771,walk towards the coe block,19
11772,proceed towards the coe block,19
11773,make your way towards the coe block,19
11774,find your way to the coe block,19
11775,head directly to the coe block,19
11776,take a trip to the coe block,19
11777,march to the coe block,19
11778,stroll to the coe block,19
11779,journey to the coe block,19
11780,advance to the coe block,19
11781,go in the direction of the coe block,19
11782,walk in the direction of the coe block,19
11783,move in the direction of the coe block,19
11784,head in the direction of the coe block,19
11785,proceed in the direction of the coe block,19
11786,find the coe block,19
11787,locate the coe block,19
11788,head over to the coe block,19
11789,move over to the coe block,19
11790,walk over to the coe block,19
11791,make your way over to the coe block,19
11792,navigate over to the coe block,19
11793,go straight to the coe block,19
11794,go directly to the coe block,19
11795,go immediately to the coe block,19
11796,proceed directly to the coe block,19
11797,head straight to the coe block,19
11798,go right to the coe block,19
11799,walk directly to the coe block,19
11800,move directly to the coe block,19
